爱和谊 ai'he'yi
私用飞机 si'yong'fei'ji
四只新股 si'zhi'xin'gu
四种股 si'zhong'gu
四中全会 si'zhong'quan'hui
四种行为 si'zhong'xing'wei
送股 song'gu
送股权 song'gu'quan
宋鸿兵 song'hong'bing
送话费 song'hua'fei
松下 song'xia
松下三洋 song'xia'san'yang
搜狐证券 sou'hu'zheng'quan
搜集数据 sou'ji'shu'ju
速度加快 su'du'jia'kuai
苏格兰皇家银行 su'ge'lan'huang'jia'yin'hang
苏宁 su'ning
苏宁环球 su'ning'huan'qiu
宿迁分行 su'qian'fen'hang
苏志欣 su'zhi'xin
苏州高新 su'zhou'gao'xin
隧道股份 sui'dao'gu'fen
随巿下挫 sui'fu'xia'cuo
随时重启 sui'shi'chong'qi
随外围 sui'wai'wei
损失担保 sun'shi'dan'bao
所持 suo'chi
所持股权 suo'chi'gu'quan
所持资产 suo'chi'zi'chan
所得税 suo'de'shui
锁定为 suo'ding'wei
缩减开支 suo'jian'kai'zhi
缩量 suo'liang
缩量反弹 suo'liang'fan'tan
缩量减仓 suo'liang'jian'cang
缩量盘整 suo'liang'pan'zheng
缩量调整 suo'liang'tiao'zheng
缩量下跌 suo'liang'xia'die
缩量震荡 suo'liang'zhen'dang
缩量整理 suo'liang'zheng'li
索罗斯 suo'luo'si
索尼爱立信 suo'ni'ai'li'xin
缩小规模 suo'xiao'gui'mo
所有板块 suo'you'ban'kuai
所有公司 suo'you'gong'si
所有行业 suo'you'hang'ye
所有辖区 suo'you'xia'qu
缩窄 suo'zhai
塌楼 ta'lou
台北股市 tai'bei'gu'shi
泰达股份 tai'da'gu'fen
泰达荷银成长 tai'da'he'yin'cheng'zhang
泰达荷银基金管理有限公司 tai'da'he'yin'ji'jin'guan'li'you'xian'gong'si
泰达荷银精选 tai'da'he'yin'jing'xuan
泰达荷银首选 tai'da'he'yin'shou'xuan
泰达荷银稳定 tai'da'he'yin'wen'ding
泰达荷银效率 tai'da'he'yin'xiao'lv
泰达荷银预算 tai'da'he'yin'yu'suan
泰达荷银周期 tai'da'he'yin'zhou'qi
泰达生物 tai'da'sheng'wu
太钢 tai'gang
太钢不锈 tai'gang'bu'xiu
台股 tai'gu
泰国央行 tai'guo'yang'hang
泰豪科技股份有限公司 tai'hao'ke'ji'gu'fen'you'xian'gong'si
泰康 tai'kang
泰康人寿 tai'kang'ren'shou
太乐观 tai'le'guan
台联电 tai'lian'dian
太平洋保险 tai'ping'yang'bao'xian
太平洋寿险 tai'ping'yang'shou'xian
太平洋证券 tai'ping'yang'zheng'quan
台山核电公司 tai'shan'he'dian'gong'si
泰山石油 tai'shan'shi'you
台湾股市 tai'wan'gu'shi
泰信基金管理有限公司 tai'xin'ji'jin'guan'li'you'xian'gong'si
泰信先行策略 tai'xin'xian'xing'ce'lue
泰信优质生活 tai'xin'you'zhi'sheng'huo
泰信中短债 tai'xin'zhong'duan'zhai
太阳能产业 tai'yang'neng'chan'ye
太阳能工厂 tai'yang'neng'gong'chang
泰铢 tai'zhu
太子奶 tai'zi'nai
台资银行 tai'zi'yin'hang
探底 tan'di
探底反弹 tan'di'fan'tan
探底后 tan'di'hou
探底回升 tan'di'hui'sheng
碳钢紧固件 tan'gang'jin'gu'jian
碳关税 tan'guan'shui
谈价格 tan'jia'ge
碳减排量 tan'jian'pai'liang
谈判成功 tan'pan'cheng'gong
谈判砝码 tan'pan'fa'ma
谈判中 tan'pan'zhong
糖价 tang'jia
唐骏 tang'jun
汤敏 tang'min
汤姆森 tang'mu'sen
唐纳德 tang'na'de
糖市 tang'shi
唐双宁 tang'shuang'ning
唐万川 tang'wan'chuan
糖业股 tang'ye'gu
套保 tao'bao
套保红线 tao'bao'hong'xian
套保交易 tao'bao'jiao'yi
套房标准 tao'fang'biao'zhun
套利交易 tao'li'jiao'yi
套利盘 tao'li'pan
套利投机 tao'li'tou'ji
讨论对策 tao'lun'dui'ce
套内面积 tao'nei'mian'ji
套期保值 tao'qi'bao'zhi
陶氏化学公司 tao'shi'hua'xue'gong'si
套现 tao'xian
特保案 te'bao'an
特保措施 te'bao'cuo'shi
特变电工 te'bian'dian'gong
特别会议 te'bie'hui'yi
特别提款权 te'bie'ti'kuan'quan
特别息 te'bie'xi
特别重大生产安全事故 te'bie'zhong'da'sheng'chan'an'quan'shi'gu
特大气田 te'da'qi'tian
特大型 te'da'xing
特定非金融机构 te'ding'fei'jin'rong'ji'gou
特高压变压器 te'gao'ya'bian'ya'qi
特价机票 te'jia'ji'piao
特莱蒙蒂 te'lai'meng'di
特里谢 te'li'xie
特里谢表示 te'li'xie'biao'shi
特里谢说 te'li'xie'shuo
特权免责区间 te'quan'mian'ze'qu'jian
特易购 te'yi'gou
腾中 teng'zhong
腾中重工 teng'zhong'zhong'gong
题材股 ti'cai'gu
提出警告 ti'chu'jing'gao
替代石油 ti'dai'shi'you
提高效率 ti'gao'xiao'lv
提高印花税 ti'gao'yin'hua'shui
提高至 ti'gao'zhi
提供保护 ti'gong'bao'hu
提供担保 ti'gong'dan'bao
提供流动性 ti'gong'liu'dong'xing
提供融资 ti'gong'rong'zi
提供商 ti'gong'shang
提价 ti'jia
提价潮 ti'jia'chao
提价方案 ti'jia'fang'an
提前半年 ti'qian'ban'nian
提前发号 ti'qian'fa'hao
提前见底股 ti'qian'jian'di'gu
提前退休 ti'qian'tui'xiu
提前增持 ti'qian'zeng'chi
提升竞争力 ti'sheng'jing'zheng'li
提升形象 ti'sheng'xing'xiang
提升盈利 ti'sheng'ying'li
提示性公告 ti'shi'xing'gong'gao
提速 ti'su
提早征收 ti'zao'zheng'shou
提振经济 ti'zhen'jing'ji
提振内需 ti'zhen'nei'xu
提振实体经济 ti'zhen'shi'ti'jing'ji
提振信心 ti'zhen'xin'xin
提振作用 ti'zhen'zuo'yong
提至 ti'zhi
体制改革 ti'zhi'gai'ge
天保基建 tian'bao'ji'jian
天长假 tian'chang'jia
天成财经 tian'cheng'cai'jing
填海造地 tian'hai'zao'di
天弘基金管理有限公司 tian'hong'ji'jin'guan'li'you'xian'gong'si
天弘精选混合 tian'hong'jing'xuan'hun'he
天或以上 tian'huo'yi'shang
天价工资 tian'jia'gong'zi
天价薪酬 tian'jia'xin'chou
天胶 tian'jiao
天胶期货 tian'jiao'qi'huo
天津发展 tian'jin'fa'zhan
天津港 tian'jin'gang
天津金钟 tian'jin'jin'zhong
天津开发区 tian'jin'kai'fa'qu
天津市开发区 tian'jin'shi'kai'fa'qu
天量 tian'liang
天量信贷 tian'liang'xin'dai
天伦置业 tian'lun'zhi'ye
天期 tian'qi
天奇股份 tian'qi'gu'fen
天琪期货 tian'qi'qi'huo
天期商业票据 tian'qi'shang'ye'piao'ju
天期商业票据利率 tian'qi'shang'ye'piao'ju'li'lv
天然气合同 tian'ran'qi'he'tong
天然气荒 tian'ran'qi'huang
天然气价 tian'ran'qi'jia
天然气田 tian'ran'qi'tian
天然气项目 tian'ran'qi'xiang'mu
天然橡胶 tian'ran'xiang'jiao
天润发展 tian'run'fa'zhan
天润曲轴 tian'run'qu'zhou
天山纺织 tian'shan'fang'zhi
天士力制药股份公司 tian'shi'li'zhi'yao'gu'fen'gong'si
天坛生物 tian'tan'sheng'wu
天威保变 tian'wei'bao'bian
天相投顾 tian'xiang'tou'gu
天相投资顾问有限公司 tian'xiang'tou'zi'gu'wen'you'xian'gong'si
天以下 tian'yi'xia
天正回购 tian'zheng'hui'gou
天正回购协议 tian'zheng'hui'gou'xie'yi
天治财富增长 tian'zhi'cai'fu'zeng'zhang
天治核心 tian'zhi'he'xin
天治基金管理有限公司 tian'zhi'ji'jin'guan'li'you'xian'gong'si
天治品质优选 tian'zhi'pin'zhi'you'xuan
天治双盈 tian'zhi'shuang'ying
调低 tiao'di
调房价 tiao'fang'jia
调高 tiao'gao
调个税 tiao'ge'shui
调价 tiao'jia
调价窗口 tiao'jia'chuang'kou
调价方案 tiao'jia'fang'an
调价规律 tiao'jia'gui'lv
调价机制 tiao'jia'ji'zhi
调价间隔 tiao'jia'jian'ge
调价时间窗口 tiao'jia'shi'jian'chuang'kou
调价周期 tiao'jia'zhou'qi
条建议 tiao'jian'yi
调降 tiao'jiang
调降指标利率 tiao'jiang'zhi'biao'li'lv
调节方案 tiao'jie'fang'an
调结构 tiao'jie'gou
调控措施 tiao'kong'cuo'shi
调控楼市 tiao'kong'lou'shi
跳空下挫 tiao'kong'xia'cuo
调控政策 tiao'kong'zheng'ce
调控重点 tiao'kong'zhong'dian
调升 tiao'sheng
调水价 tiao'shui'jia
条新规 tiao'xin'gui
调油价 tiao'you'jia
跳涨 tiao'zhang
调整策略 tiao'zheng'ce'lue
调整充分 tiao'zheng'chong'fen
调整方案 tiao'zheng'fang'an
调整级别 tiao'zheng'ji'bie
调整空间 tiao'zheng'kong'jian
调整完毕 tiao'zheng'wan'bi
调整为 tiao'zheng'wei
调整蓄势 tiao'zheng'xu'shi
调整压力 tiao'zheng'ya'li
调整要求 tiao'zheng'yao'qiu
调整走势 tiao'zheng'zou'shi
铁道部 tie'dao'bu
铁矿进口 tie'kuang'jin'kou
铁矿石 tie'kuang'shi
铁矿石合约 tie'kuang'shi'he'yue
铁矿石价格 tie'kuang'shi'jia'ge
铁矿石降价 tie'kuang'shi'jiang'jia
铁矿石进口 tie'kuang'shi'jin'kou
铁矿石巨头 tie'kuang'shi'ju'tou
铁矿石谈判 tie'kuang'shi'tan'pan
铁路公司 tie'lu'gong'si
铁路股 tie'lu'gu
铁路建设 tie'lu'jian'she
铁路建设规划 tie'lu'jian'she'gui'hua
铁路人士 tie'lu'ren'shi
铁路投资 tie'lu'tou'zi
铁路运输 tie'lu'yun'shu
停车费 ting'che'fei
停贷 ting'dai
停放贷 ting'fang'dai
停复牌公告 ting'fu'pai'gong'gao
听证会 ting'zheng'hui
停止放贷 ting'zhi'fang'dai
停滞或下滑 ting'zhi'huo'xia'hua
停职学习 ting'zhi'xue'xi
同比跌 tong'bi'die
同比多增 tong'bi'duo'zeng
同比多增部分 tong'bi'duo'zeng'bu'fen
同比减少 tong'bi'jian'shao
同比降 tong'bi'jiang
同比上涨 tong'bi'shang'zhang
同比少投放 tong'bi'shao'tou'fang
同比下滑 tong'bi'xia'hua
同比下降 tong'bi'xia'jiang
同比增 tong'bi'zeng
同比增长 tong'bi'zeng'zhang
同比涨 tong'bi'zhang
统筹规划 tong'chou'gui'hua
同大海岛 tong'da'hai'dao
同店销售 tong'dian'xiao'shou
同方股份 tong'fang'gu'fen
铜峰电子 tong'feng'dian'zi
通钢 tong'gang
通过审核 tong'guo'shen'he
通过实施 tong'guo'shi'shi
同花顺 tong'hua'shun
通货紧缩 tong'huo'jin'suo
通货紧缩威胁 tong'huo'jin'suo'wei'xie
通货膨胀 tong'huo'peng'zhang
通货膨胀问题 tong'huo'peng'zhang'wen'ti
通货膨胀压力 tong'huo'peng'zhang'ya'li
统计部门 tong'ji'bu'men
统计局 tong'ji'ju
统计数据 tong'ji'shu'ju
统计数字 tong'ji'shu'zi
同价 tong'jia
铜价 tong'jia
铜加工 tong'jia'gong
铜精矿 tong'jing'kuang
同煤 tong'mei
通葡股份 tong'pu'gu'fen
铜市 tong'shi
通缩风险 tong'suo'feng'xian
通缩趋势 tong'suo'qu'shi
通缩压力 tong'suo'ya'li
通信板块 tong'xin'ban'kuai
通讯补贴 tong'xun'bu'tie
同业 tong'ye
同业拆借利率 tong'ye'chai'jie'li'lv
同业拆借市场 tong'ye'chai'jie'shi'chang
同业第一 tong'ye'di'yi
铜业股 tong'ye'gu
同业竞争 tong'ye'jing'zheng
统一编制 tong'yi'bian'zhi
统一标识 tong'yi'biao'zhi
同意购 tong'yi'gou
统一监管 tong'yi'jian'guan
统一监管框架 tong'yi'jian'guan'kuang'jia
通用 tong'yong
通用电缆公司 tong'yong'dian'lan'gong'si
通用电气 tong'yong'dian'qi
通用耗材 tong'yong'hao'cai
通用金融 tong'yong'jin'rong
通用欧宝 tong'yong'ou'bao
通用汽车 tong'yong'qi'che
通用中国 tong'yong'zhong'guo
统战部 tong'zhan'bu
通胀风险 tong'zhang'feng'xian
通胀概念股 tong'zhang'gai'nian'gu
通胀紧缩风险 tong'zhang'jin'suo'feng'xian
通胀率 tong'zhang'lv
通胀形势 tong'zhang'xing'shi
通胀压力 tong'zhang'ya'li
通胀忧虑 tong'zhang'you'lv
通胀预期 tong'zhang'yu'qi
同质同价 tong'zhi'tong'jia
同洲电子 tong'zhou'dian'zi
投标要约 tou'biao'yao'yue
投行业务 tou'hang'ye'wu
头号风险 tou'hao'feng'xian
投机购房 tou'ji'gou'fang
头肩顶 tou'jian'ding
透明化 tou'ming'hua
投票赞成 tou'piao'zan'cheng
偷税术 tou'shui'shu
投诉多 tou'su'duo
投诉焦点 tou'su'jiao'dian
投研实力 tou'yan'shi'li
透支未来 tou'zhi'wei'lai
投资安全 tou'zi'an'quan
投资策略 tou'zi'ce'lue
投资担保 tou'zi'dan'bao
投资股期 tou'zi'gu'qi
投资股权 tou'zi'gu'quan
投资股市 tou'zi'gu'shi
投资规模 tou'zi'gui'mo
投资环境 tou'zi'huan'jing
投资计划 tou'zi'ji'hua
投资机会 tou'zi'ji'hui
投资基金 tou'zi'ji'jin
投资纪律 tou'zi'ji'lv
投资价格 tou'zi'jia'ge
投资价值 tou'zi'jia'zhi
投资交易 tou'zi'jiao'yi
投资界 tou'zi'jie
投资结构 tou'zi'jie'gou
投资决策 tou'zi'jue'ce
投资理财 tou'zi'li'cai
投资力度 tou'zi'li'du
投资品 tou'zi'pin
投资商 tou'zi'shang
投资审议委员会 tou'zi'shen'yi'wei'yuan'hui
投资受损 tou'zi'shou'sun
投资收益 tou'zi'shou'yi
投资收益率 tou'zi'shou'yi'lv
投资思路 tou'zi'si'lu
投资损失 tou'zi'sun'shi
投资心理 tou'zi'xin'li
投资行为 tou'zi'xing'wei
投资银行集团 tou'zi'yin'hang'ji'tuan
投资者 tou'zi'zhe
投资者信心指数 tou'zi'zhe'xin'xin'zhi'shu
投资者预期 tou'zi'zhe'yu'qi
投资主体 tou'zi'zhu'ti
投资资格 tou'zi'zi'ge
土地储备 tu'di'chu'bei
土地出让 tu'di'chu'rang
土地出让金 tu'di'chu'rang'jin
土地法 tu'di'fa
土地经营权 tu'di'jing'ying'quan
土地拍卖 tu'di'pai'mai
土地问题 tu'di'wen'ti
土地增值税 tu'di'zeng'zhi'shui
土地资源 tu'di'zi'yuan
涂镀板卷 tu'du'ban'juan
突击拆迁 tu'ji'chai'qian
突破千元 tu'po'qian'yuan
突破形态 tu'po'xing'tai
突破意义 tu'po'yi'yi
团购 tuan'gou
团购价 tuan'gou'jia
团购门 tuan'gou'men
团体票 tuan'ti'piao
推迟到 tui'chi'dao
推出经济刺激方案 tui'chu'jing'ji'ci'ji'fang'an
推出实施 tui'chu'shi'shi
推动出口 tui'dong'chu'kou
推动投资 tui'dong'tou'zi
退房潮 tui'fang'chao
推房价 tui'fang'jia
推高地价 tui'gao'di'jia
推高房价 tui'gao'fang'jia
推荐评级 tui'jian'ping'ji
退票 tui'piao
退市 tui'shi
退市风险警示 tui'shi'feng'xian'jing'shi
退休人员 tui'xiu'ren'yuan
囤地 tun'di
屯棉 tun'mian
托管费 tuo'guan'fei
托管规模 tuo'guan'gui'mo
托管协议 tuo'guan'xie'yi
拖累股指 tuo'lei'gu'zhi
托市 tuo'shi
瓦伦中国 wa'lun'zhong'guo
外包百强 wai'bao'bai'qiang
外包订单 wai'bao'ding'dan
外包服务协议 wai'bao'fu'wu'xie'yi
外币存款利率 wai'bi'cun'kuan'li'lv
外币兑换人民币 wai'bi'dui'huan'ren'min'bi
外部冲击 wai'bu'chong'ji
外部环境 wai'bu'huan'jing
外部经济环境 wai'bu'jing'ji'huan'jing
外部融资 wai'bu'rong'zi
外储 wai'chu
外储币种 wai'chu'bi'zhong
外储基金 wai'chu'ji'jin
外储余额 wai'chu'yu'e
外高桥 wai'gao'qiao
外管局 wai'guan'ju
外国企业 wai'guo'qi'ye
外国投资 wai'guo'tou'zi
外汇保证金交易 wai'hui'bao'zheng'jin'jiao'yi
外汇储备 wai'hui'chu'bei
外汇黄金 wai'hui'huang'jin
外汇基金 wai'hui'ji'jin
外汇局 wai'hui'ju
外汇牌价 wai'hui'pai'jia
外汇市场 wai'hui'shi'chang
外汇通 wai'hui'tong
外经所 wai'jing'suo
外来投资 wai'lai'tou'zi
外贸出口 wai'mao'chu'kou
外贸环境 wai'mao'huan'jing
外贸进出口 wai'mao'jin'chu'kou
外贸企业 wai'mao'qi'ye
外贸增速 wai'mao'zeng'su
外媒 wai'mei
外盘 wai'pan
外弱 wai'ruo
外商投资 wai'shang'tou'zi
外商投资企业 wai'shang'tou'zi'qi'ye
外商直投 wai'shang'zhi'tou
外向型经济 wai'xiang'xing'jing'ji
外销 wai'xiao
外形样机 wai'xing'yang'ji
外资公司 wai'zi'gong'si
外资减持 wai'zi'jian'chi
外资零售店 wai'zi'ling'shou'dian
外资品牌 wai'zi'pin'pai
外资投行 wai'zi'tou'hang
外资行 wai'zi'xing
外资银行 wai'zi'yin'hang
完成投资 wan'cheng'tou'zi
完达山 wan'da'shan
万点关口 wan'dian'guan'kou
万吨天量 wan'dun'tian'liang
万丰奥威 wan'feng'ao'wei
万股 wan'gu
万鸿 wan'hong
万家保本 wan'jia'bao'ben
万家公用 wan'jia'gong'yong
万家和谐增长 wan'jia'he'xie'zeng'zhang
万家基金管理有限公司 wan'jia'ji'jin'guan'li'you'xian'gong'si
皖江 wan'jiang
挽救金融市场 wan'jiu'jin'rong'shi'chang
万科 wan'ke
万辆车 wan'liang'che
万欧元 wan'ou'yuan
晚盘 wan'pan
万平方米 wan'ping'fang'mi
万平米 wan'ping'mi
完全见底 wan'quan'jian'di
万润科技 wan'run'ke'ji
完善社会保障 wan'shan'she'hui'bao'zhang
万上限 wan'shang'xian
万手 wan'shou
万台 wan'tai
晚退休 wan'tui'xiu
万亿美元 wan'yi'mei'yuan
万亿元 wan'yi'yuan
万元保额 wan'yuan'bao'e
万元产值能耗 wan'yuan'chan'zhi'neng'hao
万张 wan'zhang
万宗 wan'zong
王斌 wang'bin
网测 wang'ce
王晨 wang'chen
王传福 wang'chuan'fu
旺季价格 wang'ji'jia'ge
王建宙 wang'jian'zhou
网络安全 wang'luo'an'quan
网络流行语 wang'luo'liu'xing'yu
网络媒体 wang'luo'mei'ti
王宁 wang'ning
王岐山 wang'qi'shan
王儒林 wang'ru'lin
网上购物 wang'shang'gou'wu
网上申购 wang'shang'shen'gou
网上中签率 wang'shang'zhong'qian'lv
王石 wang'shi
王小广 wang'xiao'guang
王亚伟 wang'ya'wei
网游行业 wang'you'hang'ye
王震 wang'zhen
王仲伟 wang'zhong'wei
为避税 wei'bi'shui
维持不变 wei'chi'bu'bian
维持持有评级 wei'chi'chi'you'ping'ji
维持利率不变 wei'chi'li'lv'bu'bian
维持卖出评级 wei'chi'mai'chu'ping'ji
维持盘整 wei'chi'pan'zheng
维持强势 wei'chi'qiang'shi
维持物价稳定 wei'chi'wu'jia'wen'ding
维持增持评级 wei'chi'zeng'chi'ping'ji
维持震荡 wei'chi'zhen'dang
微跌 wei'die
魏东 wei'dong
未动工 wei'dong'gong
违法发布 wei'fa'fa'bu
违法违规 wei'fa'wei'gui
违法违规行为 wei'fa'wei'gui'xing'wei
违法违纪 wei'fa'wei'ji
违法行为 wei'fa'xing'wei
魏凤春 wei'feng'chun
微幅 wei'fu
威孚高科 wei'fu'gao'ke
微幅收高 wei'fu'shou'gao
微幅走低 wei'fu'zou'di
未改变 wei'gai'bian
违规材料 wei'gui'cai'liao
违规操作 wei'gui'cao'zuo
违规炒股 wei'gui'chao'gu
违规担保 wei'gui'dan'bao
违规销售 wei'gui'xiao'shou
违规行为 wei'gui'xing'wei
违规账户 wei'gui'zhang'hu
维护费 wei'hu'fei
维护市场稳定 wei'hu'shi'chang'wen'ding
危机爆发 wei'ji'bao'fa
危机爆发后 wei'ji'bao'fa'hou
危机爆发前 wei'ji'bao'fa'qian
危机背景下 wei'ji'bei'jing'xia
危机管理 wei'ji'guan'li
危机结束 wei'ji'jie'shu
危机再现 wei'ji'zai'xian
为基准 wei'ji'zhun
未加工羊毛 wei'jia'gong'yang'mao
魏加宁 wei'jia'ning
微降 wei'jiang
未将 wei'jiang
未经审计 wei'jing'shen'ji

未来发展 wei'lai'fa'zhan
未来经济前景 wei'lai'jing'ji'qian'jing
未来理想投资领域 wei'lai'li'xiang'tou'zi'ling'yu
未来前景 wei'lai'qian'jing
未来信贷 wei'lai'xin'dai
未来一年 wei'lai'yi'nian
为了抑制 wei'le'yi'zhi
为了应对 wei'le'ying'dui
为零 wei'ling
卫留成 wei'liu'cheng
微妙变化 wei'miao'bian'hua
尾盘 wei'pan
尾盘翻红 wei'pan'fan'hong
尾盘拉升 wei'pan'la'sheng
尾盘上攻 wei'pan'shang'gong
尾盘失守 wei'pan'shi'shou
尾盘跳水 wei'pan'tiao'shui
尾盘走低 wei'pan'zou'di
未披露 wei'pi'lu
未平仓合约 wei'ping'cang'he'yue
未破 wei'po
为人民币 wei'ren'min'bi
微软公司 wei'ruan'gong'si
微升 wei'sheng
卫生部 wei'sheng'bu
卫生部部长 wei'sheng'bu'bu'zhang
卫生部官员 wei'sheng'bu'guan'yuan
卫生事业 wei'sheng'shi'ye
维生素企业 wei'sheng'su'qi'ye
尾市 wei'shi
未收到 wei'shou'dao
萎缩速度 wei'suo'su'du
为调节 wei'tiao'jie
微调政策 wei'tiao'zheng'ce
未停止 wei'ting'zhi
维维股份 wei'wei'gu'fen
维稳 wei'wen
维稳因素 wei'wen'yin'su
伟星股份 wei'xing'gu'fen
维修合同 wei'xiu'he'tong
维亚康姆 wei'ya'kang'mu
违约率上升 wei'yue'lv'shang'sheng
为增长 wei'zeng'zhang
微涨 wei'zhang
为政府接管 wei'zheng'fu'jie'guan
稳步复苏 wen'bu'fu'su
稳步回升 wen'bu'hui'sheng
稳步攀升 wen'bu'pan'sheng
稳步上扬 wen'bu'shang'yang
稳步上涨 wen'bu'shang'zhang
稳定出口 wen'ding'chu'kou
稳定价格 wen'ding'jia'ge
稳定健康发展 wen'ding'jian'kang'fa'zhan
稳定了 wen'ding'le
稳定增长 wen'ding'zeng'zhang
温和反弹 wen'he'fan'tan
温和回落 wen'he'hui'luo
温和衰退 wen'he'shuai'tui
文化产业 wen'hua'chan'ye
文化传播网 wen'hua'chuan'bo'wang
文化垃圾 wen'hua'la'ji
稳健发展 wen'jian'fa'zhan
稳楼市 wen'lou'shi
温暖天气 wen'nuan'tian'qi
温商 wen'shang
问题车 wen'ti'che
问题证券 wen'ti'zheng'quan
问题资产 wen'ti'zi'chan
稳中反弹 wen'zhong'fan'tan
稳中上涨 wen'zhong'shang'zhang
稳中有涨 wen'zhong'you'zhang
温州客 wen'zhou'ke
稳住股市 wen'zhu'gu'shi
沃尔玛 wo'er'ma
沃尔特 wo'er'te
沃尔沃 wo'er'wo
我国经济 wo'guo'jing'ji
我经济 wo'jing'ji
蜗居 wo'ju
我轮胎 wo'lun'tai
我商务部 wo'shang'wu'bu
五大行业 wu'da'hang'ye
无担保隔夜拆借贷款利率 wu'dan'bao'ge'ye'chai'jie'dai'kuan'li'lv
误导市场 wu'dao'shi'chang
误导性陈述 wu'dao'xing'chen'shu
吴定富 wu'ding'fu
吴东华 wu'dong'hua
无毒火箭 wu'du'huo'jian
无缝钢管 wu'feng'gang'guan
无风险套利 wu'feng'xian'tao'li
武钢 wu'gang
五个领域 wu'ge'ling'yu
武广高铁 wu'guang'gao'tie
武广线 wu'guang'xian
武汉科技学院 wu'han'ke'ji'xue'yuan
武汉水务集团 wu'han'shui'wu'ji'tuan
吴汉婴 wu'han'ying
武汉中商 wu'han'zhong'shang
午后逆转 wu'hou'ni'zhuan
物华股份 wu'hua'gu'fen
物价波动 wu'jia'bo'dong
物价上涨 wu'jia'shang'zhang
物价稳定 wu'jia'wen'ding
物价下跌 wu'jia'xia'die
物价指数 wu'jia'zhi'shu
午间消息 wu'jian'xiao'xi
乌江水电 wu'jiang'shui'dian
五金建材 wu'jin'jian'cai
吴敬琏 wu'jing'lian
五矿海勤 wu'kuang'hai'qin
无力发行 wu'li'fa'xing
物联网 wu'lian'wang
五连阴 wu'lian'yin
无量上攻 wu'liang'shang'gong
五粮液 wu'liang'ye
五粮液案 wu'liang'ye'an
五菱 wu'ling
物流企业 wu'liu'qi'ye
物美 wu'mei
污泥处理 wu'ni'chu'li
五年低点 wu'nian'di'dian
午盘 wu'pan
捂盘 wu'pan
午评 wu'ping
吴若甫 wu'ruo'fu
无身份证 wu'shen'fen'zheng
无时限 wu'shi'xian
无条件退货 wu'tiao'jian'tui'huo
吴通通讯 wu'tong'tong'xun
无锡数码 wu'xi'shu'ma
无锡太湖新城 wu'xi'tai'hu'xin'cheng
无限期服务 wu'xian'qi'fu'wu
吴晓灵 wu'xiao'ling
吴晓求 wu'xiao'qiu
五星安全标准 wu'xing'an'quan'biao'zhun
